等级,位置,类型,出处声明,引文,命中文献,命中章节,原文,匹配度,问题,建议,上下文
A,body[633],body,孟子·梁惠王上,幼吾幼以及人之幼,孟子（杨伯峻译注）,,幼吾幼，以及人之幼,100.0,,,小的，说“大的就该让着小的”。家里有什么好吃的，父母总喜欢偷偷的给喜欢的那个孩子吃。很多父母可能对这种偏心自己都没察觉，觉得没什么大不了的。爸爸，你以后千万不要这个样子，一定要做到“人不独亲其亲”，“〖幼吾幼以及人之幼〗”。如果你无法做到情感上绝对公平，你在处理我和哥哥的事情上面，你一定要做到“以义断，示之以公。”爸爸，我也晓得偏心是人的本能，一个好的父母都会努力的克服这种本能，用道理和公正对待每个孩子。即使内心有偏【作者解读】出自《孟子·梁惠王上》，孟子提出“老吾老以及人之老，幼吾幼以及人之幼”，疼爱自己的小孩的同时，也要关爱他人的孩子。主张通过“推恩”将家庭伦理扩展至社会，这体现了儒家思想中关于博爱的社会伦理思想。
A,body[645],body,论语,父母之年不可不知，一则以喜，一则以惧,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,父母之年，不可不知也。一则以喜，一则以,88.9,,,珍惜生命，感恩父母。现在很多父母不让子女做家务，每天孩子从学校回来，就让他写作业。在父母眼里孩子只要成绩好，就是对父母最好的报答，这个心态就错了。这些父母就没读经书，没有重视品德的培养。《论语》说，“〖父母之年不可不知，一则以喜，一则以惧〗”，就是让我们一定要记住父母的年龄。父母长寿就开心，父母衰老就担心。现在有几个人能记住父母的生日？《诗经》里面也说，“父兮生我，母兮鞠我。....欲报之德，昊天罔极！”，《论语》里讲，“父母在，不远游【作者解读】出自《论语》。
A,body[645],body,论语,父母在，不远游,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,父母在，不远游,100.0,,,以喜，一则以惧”，就是让我们一定要记住父母的年龄。父母长寿就开心，父母衰老就担心。现在有几个人能记住父母的生日？《诗经》里面也说，“父兮生我，母兮鞠我。....欲报之德，昊天罔极！”，《论语》里讲，“〖父母在，不远游〗”。你看，很多经书里面都在教导我们要孝顺。要经常读经书，经书在脑子里面了，你怎么可能不孝顺？现在很多孩子看到爸妈干活，忙的屁股都冒烟了，也不知道帮一下忙，还指望他长大了能多孝顺吗？还有很多父母认为只要【作者解读】出自《论语》。
A,note[648],note,论语·里仁,父母之年不可不知，一则以喜，一则以惧,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,父母之年，不可不知也。一则以喜，一则以,88.9,,,本”同“返本”，不是指反对父母，而是指回溯、返回本源的意思。意思是说，父母是人的本源和根，人越是在穷途困境时，越会回归和呼唤来自父母和天地这些根上的力量。 ⏎ 2、“〖父母之年不可不知，一则以喜，一则以惧〗”，出自《论语·里仁》第四章。此处的“喜”，核心是“为父母能够长寿、平安康健，得以继续陪伴自己而喜悦”。此处的“惧”并非恐惧，而是“为父母年岁渐高、日渐衰老，在世时光越来越少，担心自己尽孝不及、子欲养【作者解读】此处的“惧”并非恐惧，而是“为父母年岁渐高、日渐衰老，在世时光越来越少，担心自己尽孝不及、子欲养而亲不待而忧惧。整句意思是：父母的年龄与寿数，子女不可以不知道、不可以不铭记；一方面为父母能够福寿安康、得以继续陪伴自己而感到喜悦，另一方面为父母年岁渐高、日渐衰老，担心尽孝不及而感到忧惧。
A,note[650],note,论语·里仁,父母在，不远游，游必有方。,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,父母在，不远游，游必有方,100.0,,,边际。整句意思是：父亲啊生下我，母亲啊哺育我。抚我爱我，养我教我，照料我庇护我，出入都怀抱我。想要报答这深恩，可父母恩德如苍天般无边无际，难以报答！ ⏎ --	4、“〖父母在，不远游，游必有方。〗”，出自《论语·里仁》第十九章。意思是，双亲健在之时，要避免长期、无归期的远行（并非杜绝出门，古代交通不便，远游可能数年音讯全无‌。）。“方”在传统注疏中释为‌去向、固定方位‌，并不是指“方法”或“道【作者解读】“方”在传统注疏中释为‌去向、固定方位‌，并不是指“方法”或“道理”。游必有方，是指即使外出，也要明确告知父母自己的行踪，使父母知其所在，可安心、可交流。孔子并非说让子女不能远游，而是提倡子女在必要时以负责任的态度出行，避免因远行导致父母无人照料或精神担忧‌。
A,body[669],body,易经·系辞上,形而上者谓之道，形而下者谓之器,周易（南怀瑾译注）,第十二章,形而上者谓之道，形而下者谓之器,100.0,,,翻来看哦。 ⏎ 幺弟：爸爸，真正的开心瞬间是你把我的可爱记在你心里，而不是通过照片集在相册里面。你拍了照片过后，你什么时候去仔细看过这些照片呢？借《易经》中的一句话“〖形而上者谓之道，形而下者谓之器〗”来打个比方，照片就是“器”，我们情感的真实体验就是真正的“道”，才是你带我出去玩耍真正的意义。就好像你给我妈妈过生日的时候，假如你就只是在那里拍照发朋友圈，没给我妈妈唱生日歌曲，和我妈妈摆龙门阵，不【作者解读】出自《易经·系辞上》，作者用此区分照片（器）与情感体验（道）。
A,body[669],body,庄子·齐物论,非彼无我，非我无所取,庄子,,非彼无我 (1) ，非我无所取,100.0,,,。就好像你给我妈妈过生日的时候，假如你就只是在那里拍照发朋友圈，没给我妈妈唱生日歌曲，和我妈妈摆龙门阵，不把我妈妈哄开心，我妈妈肯定认为你不关心她、不尊重她，那你给她过生日不是白过了呀？《庄子》说过“〖非彼无我，非我无所取〗”。咱们引申到当下看，假如你的精神跑去拍照了，就没有我了，那你肯定什么都得不到，我们的精神就无法获得真实的感受，我们人生就是用内心真实的感受每个瞬间。 ⏎ 幺弟：爸爸【作者解读】出自《庄子·齐物论》，作者引申为专注当下才能获得真实感受。
A,note[674],note,周易·系辞上,形而上者谓之道，形而下者谓之器,周易（南怀瑾译注）,第十二章,形而上者谓之道，形而下者谓之器,100.0,,,--	注释： ⏎ 1)	“〖形而上者谓之道，形而下者谓之器〗”出自《周易·系辞上》。原文‌：‌“是故形而上者谓之道，形而下者谓之器，化而裁之谓之变，推而行之谓之通，举而错之天下之民，谓之事业。”“形”，指可见可感的有形质的东西，“形而上”，就是指“在形之上、离【作者解读】作者对“形”、“形而上”、“形而下”、“道”、“器”进行了解释，并阐述了道与器的关系。
A,note[676],note,庄子·外物,非彼无我，非我无所取,庄子,,非彼无我 (1) ，非我无所取,100.0,,,-- ⏎ 2、“〖非彼无我，非我无所取〗”出自《庄子·外物》。原文节选‌：‌“非彼无我，非我无所取。是亦近矣，而不知其所为使。若有真宰，而特不得其眹。可行己信，而不见其形，有情而无形。”彼：此处特指“外在事物、他人、外界情态”。非彼无我”即【作者解读】作者对“彼”、“非彼无我”、“非我无所取”进行了解释，并阐述了整句意思。
A,body[682],body,道德经,水善利万物而不争,道德经（王弼注）,第八章,水善利万物而不争,100.0,,,女”并不是给她物质的奢华，而是“富养女德”、“厚其坤德”，重在培养她像大地一样承载和包容的品质。“穷养儿”并不是什么都不给他们，而是重在磨砺他自强不息、勇敢担当、坚韧不拔的精神。就像《道德经》说的，“〖水善利万物而不争〗”。富养女的核心，是培养她像水一样的品德，滋养万物而甘居下位。。物质充裕并不是目的，关键是给她安全感和空间，让她不要追求外在物质，而是带她走进大自然，观察河流和大海，让她感受大自然的包容，培养她在困难【作者解读】作者用此句解释富养女的核心是培养像水一样的品德。
A,body[682],body,道德经,知其雄，守其雌,道德经（王弼注）,第二十八章,知其雄，守其雌,100.0,,,甘居下位。。物质充裕并不是目的，关键是给她安全感和空间，让她不要追求外在物质，而是带她走进大自然，观察河流和大海，让她感受大自然的包容，培养她在困难中寻找出路和解决问题的能力。我们借用《道德经》中的“〖知其雄，守其雌〗”这句话来举个例子。比如我惹事儿了，妈妈可能要狠狠骂我一顿。我把我妈妈惹毛了，她把我屁股打冒烟，这就是“刚强之道”；她如果温柔的给我讲道理，讲清楚为什么这个事不应该做，这就是“守其雌”。让孩子参与家庭【作者解读】作者用此句举例说明刚强之道与守其雌的区别。
A,body[689],body,庄子,人皆知有用之用，而莫知无用之用也,庄子,,人皆知有用之用，而莫知无用之用也,100.0,,,有句话说“夫唯不争，故天下莫能与之争”。老子说的意思就是，不要刻意去争，不争也不代表什么都不做，而是用心做好自己，反而能超越。从另一个角度说，许多家长认为浪费时间的事情，未必就真的没用。《庄子》说，“〖人皆知有用之用，而莫知无用之用也〗”。这句话引申过来看现在，每个小孩儿看似无用的玩耍，也许就是我们未来思维的源代码，就如同“无能生有”的作用。比如一个小孩子喜欢看蚂蚁搬家，我们就不要阻止，你以为没什么用，是浪费时间，但你并不知道他在其【作者解读】作者引申为每个小孩儿看似无用的玩耍，也许就是我们未来思维的源代码。
A,body[689],body,,夫唯不争，故天下莫能与之争,道德经（王弼注）,第二十二章,夫唯不争，故天下莫能与之争,100.0,,,在起跑线上？ ⏎ 幺弟：爸爸，现在很多父母说“让孩子不要输在起跑线上”，其实什么是“起跑线”，可能许多人也没想明白，而是看到别的家长做什么就跟着做什么。老子有句话说“〖夫唯不争，故天下莫能与之争〗”。老子说的意思就是，不要刻意去争，不争也不代表什么都不做，而是用心做好自己，反而能超越。从另一个角度说，许多家长认为浪费时间的事情，未必就真的没用。《庄子》说，“人皆知有用之用，而莫知无用之用也”。【作者解读】作者解释为不要刻意去争，不争也不代表什么都不做，而是用心做好自己，反而能超越。
A,body[689],body,庄子·秋水,子非鱼，安知鱼之乐？,庄子,,子非鱼，安知鱼之乐,100.0,,,玩耍，也许就是我们未来思维的源代码，就如同“无能生有”的作用。比如一个小孩子喜欢看蚂蚁搬家，我们就不要阻止，你以为没什么用，是浪费时间，但你并不知道他在其中收获了什么，引用《庄子·秋水》中的一句话，“〖子非鱼，安知鱼之乐？〗”也许他长大了可能当一个昆虫学家呢。我们人类为什么能够不断进步，就是因为对什么都有好奇心，我们学知识不是为了赚钱，是为了创造出对我们人类有用的新的东西，赚钱只是顺带的收获。不过每个人成长的节奏是不一样【作者解读】作者用此句说明不要以自己的认知去判断孩子的行为。
A,body[689],body,论语,欲速则不达,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,欲速，则不达,100.0,,,，就是因为对什么都有好奇心，我们学知识不是为了赚钱，是为了创造出对我们人类有用的新的东西，赚钱只是顺带的收获。不过每个人成长的节奏是不一样的，每个孩子都是独一无二的，没必要和别人比来比去。《论语》讲“〖欲速则不达〗”，家长也需要去观察自己孩子的天赋和成长特点，慢慢引导，而不是完全用自己的想法去拔苗助长。不管怎样，我相信一个拥有快乐童年的孩子，他长大了才会把快乐传递给更多的人。【作者解读】作者提醒家长不要急于求成。
A,body[699],body,中庸,博学之，审问之，慎思之，明辨之，笃行之,大学中庸,第二十章,博学之，审问之，慎思之，明辨之，笃行之,100.0,,,路一样。比如你要考驾照，肯定先要看书学规则和操作方法，再练车。练车就是行万里路，最后你才能学会开汽车。如果你光晓得读书，知其理，却不得其法；如果光走路，不看书，肯定是习其术，却不得其道。《中庸》讲的“〖博学之，审问之，慎思之，明辨之，笃行之〗”也说的这个道理。只有学和行在一起，我们做事情才能做成功，读万卷书，就是每天都在增加知识；行万里路，就是用行动验证书里面的知识，不断去除不切实际的知识，探索大道至简的真理。假如不行动光看书，一辈子也不【作者解读】作者用此句说明学和行必须结合。
A,body[699],body,论语,学而时习之，不亦说乎,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,学而时⑵习⑶之，不亦说⑷乎,100.0,,,爸爸：幺弟，你说读万卷书和行万里路哪个更重要？ ⏎ 幺弟：爸爸，这个问题显而易见。读书和行万里路本来就是一个事情，前后两个步骤罢了，两个都很重要。《论语》中讲的“〖学而时习之，不亦说乎〗”也隐含了类似道理。学，隐含了读万卷书；习，就是实践，如同需要行万里路一样。比如你要考驾照，肯定先要看书学规则和操作方法，再练车。练车就是行万里路，最后你才能学会开汽车。如果你光晓得读书，知其理，却不【作者解读】作者解释学为读万卷书，习为行万里路。
A,note[700],note,论语·学而篇,学而时习之，不亦说乎,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,学而时⑵习⑶之，不亦说⑷乎,100.0,,,识；行万里路，就是用行动验证书里面的知识，不断去除不切实际的知识，探索大道至简的真理。假如不行动光看书，一辈子也不晓得，所学的知识到底是对的，还是错的。 ⏎ 1)	“〖学而时习之，不亦说乎〗”出自《论语·学而篇》。是《论语》开篇第一章第一句‌，原 ⏎ --	文为：子曰：“学而时习之，不亦说乎？有朋自远方来，不亦乐乎？人不知而不愠，不亦君子乎？”‌“学”‌【作者解读】出自《论语·学而篇》，是开篇第一章第一句。
A,body[701],body,论语·学而篇,子曰：“学而时习之，不亦说乎？有朋自远方来，不亦乐乎？人不知而不愠，不亦君子乎？,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,子⑴曰：“学而时⑵习⑶之，不亦说⑷乎？有朋⑸自远方来，不亦乐乎？人不知⑹，而不愠⑺，不亦君子⑻乎,100.0,,,1)	“学而时习之，不亦说乎”出自《论语·学而篇》。是《论语》开篇第一章第一句‌，原 ⏎ --	文为：〖子曰：“学而时习之，不亦说乎？有朋自远方来，不亦乐乎？人不知而不愠，不亦君子乎？〗”‌“学”‌：指学习做人处事的道理，尤其是西周的礼、乐、诗、书等传统文化典籍，也泛指一切有益的知识与德行。‌“时习”‌：不是简单的“时常复习”，而是“在适当的时候去实践”。“习”在古文中常有“实习、演【作者解读】出自《论语·学而篇》，作者随后对“学”“时习”“说”等字词进行解释。
A,body[703],body,礼记・中庸,博学之，审问之，慎思之，明辨之，笃行之,大学中庸,第二十章,博学之，审问之，慎思之，明辨之，笃行之,100.0,,,‌ ⏎ --	2、“〖博学之，审问之，慎思之，明辨之，笃行之〗”出自《礼记・中庸》第二十章。博：广博、全面、多方涉猎。审：详审、仔细、追问到底。慎：谨慎、周密、不轻率。明：明晰、确定、辨是非真伪。笃：坚定、切实、专一、踏实。之：指代 “善道”“所学之理”。意思是【作者解读】出自《礼记・中庸》第二十章，作者随后逐字解释“博”“审”“慎”“明”“笃”“之”的含义。
A,body[707],body,礼记·大学,大学之道，在明明德，在亲民，在止于至善。知止而后有定，定而后能静，静而后能安，安而后能虑，虑而后能得,大学中庸,第一章,"大学 [1] 之道，在明明德 [2] ，在亲 [3] 民，在止 [4] 于至 [5] 善。

知 [6] 止 [7] 而后有定 [8] ，定而后能静 [9] ，静而后能安 [10] ，安而后能虑 [11] ，虑而后能得",100.0,,,定靠一方是不行的。家长就是地，学校就是天，学生就是人。爸爸，你看大地有好多的品德，安静而又厚重，包容和滋养万物。很多娃娃犯错了，成绩不好，父母就使劲打骂他们，其实就是没有做到安静和包容。《大学》中讲“〖大学之道，在明明德，在亲民，在止于至善。知止而后有定，定而后能静，静而后能安，安而后能虑，虑而后能得〗”。爸爸，要理解这句话的意思，家长首位的不是着急让孩子得到，而是要帮他“定和静”，一个家庭氛围安定祥和，孩子内心才能安静，安静了过后才能思考，思考了过后才能有所得。只要家长做到了，孩子的好成绩自然就水【作者解读】出自《礼记·大学》，作者随后解读“定、静、安、虑、得”的修行递进关系。
A,body[714],body,礼记·中庸,万物并育而不相害，道并行而不相悖,大学中庸,第三十章,万物并育而不相害 [8] ，道并行而不相悖,100.0,,,长，有脚杆儿长的好处。有的父母不懂，明知道自己儿子是个野鸭子，非得给他接个天鹅脚杆。最后是搞得鸭子也成不了，天鹅也当不了。爸爸，真正好的教育，就是让孩子做回本来的自己。这让我想到《中庸》中的一句话，“〖万物并育而不相害，道并行而不相悖〗”。这句话也启发我们，教育同样需要包容多样性，就好像桃子树就只能长桃子，李子树就只能长李子。娃儿不是读书的料，你非逼他读书，就好像桃子树上嫁接个李子树，即使最后结了果果，这个果果也不好吃。不要和别人比【作者解读】出自《礼记·中庸》第三十章。作者用此说明教育应包容多样性。
A,body[714],body,庄子·外篇·骈拇,凫胫虽短，续之则忧；鹤胫虽长，断之则悲,庄子,,凫胫虽短，续之则忧；鹤胫虽长，断之则悲,100.0,,,爸爸：幺弟，有的娃娃不是读书的料。那父母该怎么引导？ ⏎ 幺弟：爸爸，不擅长读书的娃娃，让他们顺应天性就好。就像庄子说的，“〖凫胫虽短，续之则忧；鹤胫虽长，断之则悲〗”。我们每个娃儿和这个野鸭子和鹤一样的。脚杆很短，有短的好处。脚杆很长，有脚杆儿长的好处。有的父母不懂，明知道自己儿子是个野鸭子，非得给他接个天鹅脚杆。最后是搞得鸭子也成不了，天鹅也当不了。爸爸，真正【作者解读】出自《庄子·外篇·骈拇》。作者用此比喻教育应顺应孩子天性，不应强行改变。
A,body[723],body,大学,欲齐其家者，先修其身,大学中庸,第一章,欲齐其家者，先修 [24] 其身,100.0,,,海，夏天的虫子没办法描述和感知冰雪，就可以比喻一个道理，娃儿很多事情没有经历过，你给他讲的再多他肯定也听不进去。相反的，娃儿厌学，娃儿不听话，父母更需要觉察的是“行有不得者，反求诸己。”《大学》中说“〖欲齐其家者，先修其身〗”，只要自身修好了，我们周围的人肯定也会受自己影响，变得更好。 ⏎ 注释：【作者解读】出自《大学》。作者用此说明父母修身的重要性。
A,body[723],body,道德经,治大国若烹小鲜,道德经（王弼注）,第六十章,治大国，若烹小鲜,100.0,,,办呢？ ⏎ 幺弟：爸爸，先要搞清楚娃儿厌学到底是什么原因引起的。比如被学校同学孤立了，或和老师关系不好，都有可能引起厌学。要找到原因对症下药。就像《道德经》里说的，“〖治大国若烹小鲜〗”。有的娃儿厌学，就是因为有的父母天天逼着娃儿学习，就像煎鱼一样翻来翻去的，用力太猛了。可是娃儿努力了很久，成绩还是不好，觉得对不起妈妈，心里想“妈妈天天教我作业，我还考这么点分数”，这也有可能引起厌【作者解读】出自《道德经》。作者用此比喻父母教育孩子不应过度干预。
A,note[725],note,道德经,治大国若烹小鲜,道德经（王弼注）,第六十章,治大国，若烹小鲜,100.0,,,注释： ⏎ 1、“〖治大国若烹小鲜〗”出自《道德经》第六十章。“大国”指规模较大的诸侯国（先秦语境），后延伸为国家治理的泛指，核心强调治理的复杂性与严肃性。“小鲜”意为“小鱼”。“若烹小鲜”即如同烹饪小鱼一般，核心强调烹饪时不可随意翻动【作者解读】核心强调治理时不可随意翻动、不可过度折腾，需把握火候、谨慎操作，否则会导致鱼肉破碎、失去本味。意思是：治理大国，就如同烹饪小鱼一样。
A,note[731],note,礼记·大学,古之欲明明德于天下者，先治其国；欲治其国者，先齐其家；欲齐其家者，先修其身。欲修其身者，先正其心；欲正其心者，先诚其意；欲诚其意者，先致其知；致知在格物。物格而后知至，知至而后意诚，意诚而后心正，心正而后身修，身修而后家齐，家齐而后国治，国治而后天下平。,大学中庸,第一章,"则近道 [17] 矣。

古之欲 [18] 明明德于天下 [19] 者，先治 [20] 其国 [21] ；

欲治其国者，先齐 [22] 其家 [23] ；

欲齐其家者，先修 [24] 其身 [25] ；

欲修其身者，先正 [26] 其心 [27] ；

欲正其心者，先诚 [28] 其意 [29] ；

欲诚其意者，先致 [30] 其知 [31] ；

致知在格 [32] 物 [33] 。

自天",64.2,,,-- ⏎ 4、“欲齐其家者，先修其身”出自《礼记·大学》“经一章”。原文是：〖古之欲明明德于天下者，先治其国；欲治其国者，先齐其家；欲齐其家者，先修其身。欲修其身者，先正其心；欲正其心者，先诚其意；欲诚其意者，先致其知；致知在格物。物格而后知至，知至而后意诚，意诚而后心正，心正而后身修，身修而后家齐，家齐而后国治，国治而后天下平。〗整句的核心意思是：要想治理好自己的国家，先要管理好自己的家庭；要想管理好自己的家庭，先要修养好自身的品德。自身品德修养好了，家庭才能管理好；家庭管理好了，国家才能治理好；国家治理好了，天下才能太平。【作者解读】整句的核心意思是：要想治理好自己的国家，先要管理好自己的家庭；要想管理好自己的家庭，先要修养好自身的品德。自身品德修养好了，家庭才能管理好；家庭管理好了，国家才能治理好；国家治理好了，天下才能太平。
A,body[735],body,黄帝内经,二十岁，血气始盛，肌肉方长，故好趋,黄帝内经,,二十岁，血气始盛，肌肉方长，故好趋,100.0,,,爸爸：为什么现在许多孩子都爱玩手机？ ⏎ 幺弟：爸爸，我通过《黄帝内经》了解到，“〖二十岁，血气始盛，肌肉方长，故好趋〗”。由此可见，按说二十岁以下的孩子都喜欢跑来跑去的，这是天性，并不该喜欢坐在那里看手机。那现在为什么许多孩子都会坐在那里看手机呢？可以借用“阳杀阴藏”来理解。“四肢者，诸阳之本”，阳就好比四肢的运动，【作者解读】解释二十岁孩子天性喜好快步疾行。
A,body[735],body,,五色令人目盲，五音令人耳聋,道德经（王弼注）,第十二章,五色令人目盲，五音令人耳聋,100.0,,,那里看手机嘛？有动才有静，他运动好了才能静心学习。孩子和父母接触最多，假如这个孩子爱看手机，想必是他父母都爱看手机。假如这个孩子爱看经书，肯定他父母就爱看经书，润物细无声就是这个道理。经书里都说了，“〖五色令人目盲，五音令人耳聋〗”。如果小孩子多读经书，晓得手机看多了，眼睛要瞎，哪个还会去看嘛!所以“圣人长善救人，故无弃人。上传旧物，故无弃物。”现在很多父母抱怨孩子的一些习惯不好，也需要反求诸己嘛。【作者解读】引用以说明手机看多会损害眼睛和耳朵。
A,note[738],note,黄帝内经・素问・阳明脉解篇第三十,四肢者，诸阳之本也，阳盛则四肢实，实则能登高也。,黄帝内经,,四支者，诸阳之本也(2)。阳盛则四支实，实则能登高也,81.8,,,，人到二十岁时，血气开始充盛壮实，肌肉正在生长发达，所以喜好快步疾行。 ⏎ --	2、“四肢者，诸阳之本”出自《黄帝内经・素问・阳明脉解篇第三十》‌，原文为：岐伯曰：〖四肢者，诸阳之本也，阳盛则四肢实，实则能登高也。〗意思是：四肢，是人体所有阳经与阳气的根本所在。阳气旺盛，则四肢充实有力；四肢充实有力，就能登上高处。 ⏎ --【作者解读】解释四肢与阳气的关系。
A,note[740],note,黄帝内经・素问・阴阳应象大论篇第五,阳杀阴藏,黄帝内经,,阳杀阴藏,100.0,,,-- ⏎ 3、“〖阳杀阴藏〗”，出自《黄帝内经・素问・阴阳应象大论篇第五》。原文是，“阴静阳躁，阳生阴长，阳杀阴藏，阳化气，阴成形。”阳杀”‌：指阳气肃杀、收敛（“杀”不是指杀戮，而是衰退之意），比如秋冬季节阳气内收，万物凋零‌【作者解读】作者解释“阳杀”指阳气肃杀、收敛，“阴藏”指阴气潜藏，能量转入地下储存，形成闭藏状态。
A,note[740],note,黄帝内经,阴静阳躁，阳生阴长，阳杀阴藏，阳化气，阴成形。,黄帝内经,,阴静阳躁，阳生阴长，阳杀阴藏。阳化气，阴成形,100.0,,,-- ⏎ 3、“阳杀阴藏”，出自《黄帝内经・素问・阴阳应象大论篇第五》。原文是，“〖阴静阳躁，阳生阴长，阳杀阴藏，阳化气，阴成形。〗”阳杀”‌：指阳气肃杀、收敛（“杀”不是指杀戮，而是衰退之意），比如秋冬季节阳气内收，万物凋零‌。‌“阴藏”‌：指阴气潜藏，能量转入地下储存，形成闭藏状态。意思是，阴气主静，阳气主躁动；阳气生发，阴气【作者解读】作者引用《黄帝内经》原文后，逐句解释其含义。
A,body[744],body,道德经,九层之台，起于累土,道德经（王弼注）,第六十四章,九层之台，起于累土,100.0,,,天你生日瞒着我干什么？幸好我妈妈想得非常周到，提前就跟我说了，喊我和哥哥来帮你过生日。假如从小就不给我和哥哥孝敬你的机会，长大了肯定也不会去孝敬你。我们孝敬父母肯定也是从小慢慢累积成的。《道德经》中“〖九层之台，起于累土〗”，也可以比喻这个道理。孝敬父母也不是一天养成的，肯定也需要从小培养。只要我和哥哥每年都重复给你和妈妈过生日，等你和我妈妈老了，我和哥哥不管工作再远，肯定也会赶回去给您过生日，相当于从小养成习惯了嘛！【作者解读】作者用《道德经》的比喻说明孝敬父母需要从小培养。
A,body[744],body,论语,今之孝者，是谓能养。至于犬马，皆能有养；不敬，何以别乎？,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,今之孝者，是谓能养⑵。至于⑶犬马，皆能有养⑷；不敬，何以别乎,100.0,,,爸爸：幺弟，为什么我每年不主动过生日，你还不高兴？ ⏎ 幺弟：爸爸，我肯定要不高兴，你以为你过生日是小事情呀！我认为是大事，孔子《论语》都说了，“〖今之孝者，是谓能养。至于犬马，皆能有养；不敬，何以别乎？〗”孔子说得很清楚了嘛，孝顺的关键是“敬”，而不是单纯地给父母一口饭吃。从小陪父母过生日，就是培养“敬”的土壤。你过生日的时候，我给您捶捶背，哥哥给你洗一下脚，我妈妈给你唱生日歌曲。爸爸你看好安逸，又花【作者解读】作者引用《论语》原文后，解释孔子强调孝顺的关键是“敬”。
A,note[748],note,道德经,合抱之木，生于毫末；九层之台，起于累土；千里之行，始于足下。,道德经（王弼注）,第六十四章,合抱之木，生于毫末；九层之台，起于累土；千里之行，始于足下,100.0,,,-- ⏎ 2)	‌“九层之台，起于累土”‌ 出自《‌道德经·第六十四章‌》，原文为：“‌〖合抱之木，生于毫末；九层之台，起于累土；千里之行，始于足下。〗‌” 老子通过三个生动比喻，揭示了任何伟大事业都始于微小积累的深刻哲理。‌“累土”非实指，而是“积微成著”的象征。“累”意为堆积，“土”代表最基础的材料。‌“起于累土”并非仅讲建筑过程，更是对“为学”【作者解读】作者引用《道德经》原文后，解释其揭示的“积微成著”哲理。
A,body[757],body,,积善之家，必有余庆,黄帝内经,,积善之家，必有余庆,100.0,,,幺弟：如果很多人都感谢我爸爸，肯定我爸爸很能干，做了很多好事。我听到很多人感谢我爸爸，也感到很有面子嘛！我爸爸都那么能干，他儿子还能差呀！我爸爸都喜欢帮助人的，我肯定也要学他去帮助别人，妈妈说的，“〖积善之家，必有余庆〗”嘛！ ⏎ 注释：【作者解读】作者引用此句说明行善积德会带来福报。
A,note[759],note,周易·坤文言,积善之家，必有余庆,黄帝内经,,积善之家，必有余庆,100.0,,,注释： ⏎ “〖积善之家，必有余庆〗”出自《周易·坤文言》。完整表述是：“积善之家，必有余庆；积不善之家，必有余殃”。“余庆”指代子孙的德泽，“余殃”则指祸患的延续‌。意思是，长期积累善行的家庭，必定会使累积的福泽惠及后代；作恶多端的家【作者解读】作者引用后解释“余庆”指代子孙的德泽，“余殃”则指祸患的延续。
A,body[763],body,内经,失神者死，得神者生也。......神气舍心，魂魄毕具，乃成为人。,黄帝内经,,"失神者死，得神者生也。

	黄帝曰：何者为神？

	岐伯曰：血气已和，荣卫已通，五脏已成，神气舍心(2)，魂魄毕具，乃成为人。

	【注释】

	(1) 以母为基，以父为",86.0,,,"幺弟：爸爸，它肯定代替不了我们真人啊！我们的意识传到网络上了，但是我们这个真正的心无法上传啊！就好像我感觉很痛，你没有办法把这个痛的感觉输入进电脑，传递给AI机器人。《内经》中提到，""〖失神者死，得神者生也。......神气舍心，魂魄毕具，乃成为人。〗""。由此可见，我们每个人之所以能成为人，不仅是有肉体，还有“神气”住在心里，就好比我们人必须住在房子里，这个地方才叫家。意识和思想上传了，那只是把我们人类所有的记忆、所有的知识传到网络上了，传给了机器【作者解读】作者引用后解释“神气”住在心里，人才能成为人。"
A,body[770],body,易经,君子藏器于身，待时而动,周易（南怀瑾译注）,第五章,君子藏器于身，待时而动,100.0,,,"《道德经》里说的，“祸兮福之所依”，虽然短期来看，可能会有一些人失业了。但机器人能取代很累的工作，很耗神的工作,也就可以把一些人从这样的工作中解放出来，让他们去做更有创造性的工作。像《易经》里面说的“〖君子藏器于身，待时而动〗”，也启发了我们要学好道，到时候失业了也不会感到茫然，随时可以准备迎接新的机会。 ⏎ 另外，没有一成不变的事情，工作也是一样。《道德经》里说“故飘风不终朝，骤雨不终日【作者解读】作者引用后说明要学好道，随时准备迎接新机会。"
